processo;embarque;supplier;modal;data_etd;data_entrega;quantidade;valor_produto;frete;impostos;custo_total_real;custo_unitario;variacao_cambial;lead_time_total;dias_desembaraco;pallets;custo_por_pallet;percentual_frete;percentual_impostos
BBI25016;36;Lanrun;Fcl;20/12/2025;04/02/2026;23640;80376,0;1225,0;145669,24;227270,24;9,61;0,13;46,0;12,0;55,0;4132,19;0,0054;0,641
BBI25075;1;Lanrun;Fcl;02/12/2025;14/01/2026;11040;40075,2;686,29;67732,89;108494,38;9,83;0,32;43,0;11,0;23,0;4717,15;0,0063;0,6243
BBI25016;37;Lanrun;Fcl;20/12/2025;04/02/2026;16280;36701,6;442,53;66515,28;103659,41;6,37;0,13;46,0;12,0;0,0;;0,0043;0,6417
BBI25077;2;Yushi Hongkong;Fcl;18/12/2025;26/01/2026;2224;19460,0;374,8;58546,26;78381,06;35,24;0,21;39,0;11,0;9,0;8709,01;0,0048;0,7469
BBI25084;2;Yushi Hongkong;Fcl;18/12/2025;26/01/2026;16500;69300,0;1325,2;208492,09;279117,29;16,92;0,21;39,0;11,0;28,0;9968,47;0,0047;0,747
BBI25084;3;Yushi Hongkong;Fcl;18/12/2025;26/01/2026;11000;56210,0;1700,0;169124,12;227034,12;20,64;0,21;39,0;11,0;55,0;4127,89;0,0075;0,7449
GOC25107;1;Ningbo Toprank;Lcl;31/12/2025;05/03/2026;4000;5800,0;4,18;17656,15;23460,33;5,87;-0,16;64,0;21,0;0,0;;0,0002;0,7526
BBI25015;29;Everich;Fcl;25/12/2025;25/02/2026;9896;26323,6;442,84;50308,42;77074,86;7,79;0,05;62,0;13,0;0,0;;0,0057;0,6527
BBI25066;4;Everich;Fcl;25/12/2025;25/02/2026;945;4762,8;80,12;9101,09;13944,01;14,76;0,05;62,0;13,0;3,0;4648,0;0,0057;0,6527
BBI25073;6;Everich;Fcl;25/12/2025;25/02/2026;8820;43218,0;727,04;82590,44;126535,48;14,35;0,05;62,0;13,0;32,0;3954,23;0,0057;0,6527
BBI25063;1;Yiwu Runhui;Fcl;02/01/2026;13/02/2026;18600;29876,0;1300,0;97508,8;128684,8;6,92;-0,19;42,0;7,0;0,0;;0,0101;0,7577
GOC25092;1;Yiwu Runhui;Fcl;02/01/2026;19/02/2026;33960;32262,0;1300,0;108527,84;142089,84;4,18;-0,19;48,0;13,0;0,0;;0,0091;0,7638
BBI25075;2;Lanrun;Fcl;20/12/2025;04/02/2026;240;871,2;10,51;1578,91;2460,62;10,25;0,13;46,0;12,0;2,0;1230,31;0,0043;0,6417
BBI25085;1;Lanrun;Fcl;20/12/2025;04/02/2026;20520;64022,4;771,96;116022,7;180817,06;8,81;0,13;46,0;12,0;31,0;5832,81;0,0043;0,6417
BBI25077;3;Yushi Hongkong;Fcl;08/01/2026;26/02/2026;1808;15820,0;224,7;44788,32;60833,02;33,65;0,06;49,0;20,0;8,0;7604,13;0,0037;0,7363
BBI25084;4;Yushi Hongkong;Fcl;08/01/2026;26/02/2026;17790;75034,8;1075,3;212436,68;288546,78;16,22;0,06;49,0;20,0;31,0;9307,96;0,0037;0,7362
BBI25084;5;Yushi Hongkong;Fcl;08/01/2026;26/02/2026;10140;63175,4;1300,0;178861,1;243336,5;24,0;0,06;49,0;20,0;49,0;4966,05;0,0053;0,735
BBI25073;7;Everich;Fcl;25/12/2025;25/02/2026;20673;106695,6;1073,66;196250,67;304019,93;14,71;0,05;62,0;13,0;53,0;5736,23;0,0035;0,6455
GOC25086;1;Wenzhou Yuanfei;Fcl;10/01/2026;03/03/2026;21200;47853,3;1030,0;85392,1;134275,4;6,33;-0,16;52,0;18,0;32,0;4196,11;0,0077;0,6359
BBI25099;1;Dongguan Soonleader;Aéreo;12/01/2026;27/01/2026;54000;41790,0;9701,31;95721,59;147212,9;2,73;0,16;15,0;11,0;0,0;;0,0659;0,6502
BBI25073;8;Everich;Fcl;31/12/2025;27/02/2026;8895;42433,5;706,48;85528,61;128668,59;14,47;0,05;58,0;15,0;29,0;4436,85;0,0055;0,6647
BBI25091;1;Everich;Fcl;31/12/2025;27/02/2026;11300;6554,0;109,11;13210,3;19873,41;1,76;0,05;58,0;15,0;5,0;3974,68;0,0055;0,6647
BBI25066;5;Everich;Fcl;31/12/2025;27/02/2026;7015;26092,2;434,41;52593,61;79120,22;11,28;0,05;58,0;15,0;0,0;;0,0055;0,6647
BBI25014;9;Parisun;Fcl;04/01/2026;24/02/2026;15024;93024,72;2264,7;339941,33;435230,75;28,97;0,11;51,0;16,0;99,0;4396,27;0,0052;0,7811
BBI25044;4;Parisun;Fcl;04/01/2026;24/02/2026;1200;5160,0;95,3;18856,25;24111,55;20,09;0,11;51,0;16,0;4,0;6027,89;0,004;0,782
BBI25036;25;Yns;Fcl;10/01/2026;04/03/2026;800;5040,0;81,38;14361,47;19482,85;24,35;0,08;53,0;14,0;4,0;4870,71;0,0042;0,7371
BBI25062;3;Yns;Fcl;10/01/2026;04/03/2026;5670;23814,0;384,54;67864,62;92063,16;16,24;0,08;53,0;14,0;11,0;8369,38;0,0042;0,7372
BBI25089;2;Yns;Fcl;10/01/2026;04/03/2026;18184;51652,56;834,08;147135,31;199621,95;10,98;0,08;53,0;14,0;38,0;5253,21;0,0042;0,7371
BBI25084;6;Yushi Hongkong;Fcl;08/01/2026;23/02/2026;17800;86177,6;1300,0;243674,87;331152,47;18,6;0,06;46,0;17,0;36,0;9198,68;0,0039;0,7358
BBI25084;7;Yushi Hongkong;Fcl;08/01/2026;23/02/2026;7160;36587,6;679,79;103453,83;140721,22;19,65;0,06;46,0;17,0;36,0;3908,92;0,0048;0,7352
BBI25090;1;Yushi Hongkong;Fcl;08/01/2026;23/02/2026;2000;7200,0;133,79;20358,47;27692,26;13,85;0,06;46,0;17,0;0,0;;0,0048;0,7352
BBI25077;4;Yushi Hongkong;Fcl;08/01/2026;23/02/2026;2992;26180,0;486,42;74024,32;100690,74;33,65;0,06;46,0;17,0;12,0;8390,9;0,0048;0,7352
BBI25015;30;Everich;Fcl;25/12/2025;25/02/2026;744;2120,4;21,34;3900,69;6042,43;8,12;0,05;62,0;13,0;1,0;6042,43;0,0035;0,6455
BBI25073;9;Everich;Fcl;12/01/2026;07/03/2026;13191;71902,2;762,52;134365,49;207030,21;15,69;0,05;54,0;16,0;30,0;6901,01;0,0037;0,649
BBI25091;2;Everich;Fcl;12/01/2026;07/03/2026;3912;16821,6;178,39;31431,6;48431,59;12,38;0,05;54,0;16,0;7,0;6918,8;0,0037;0,649
BBI25085;2;Lanrun;Fcl;21/01/2026;15/03/2026;32560;101587,2;1250,0;177693,43;280530,63;8,62;-0,02;53,0;15,0;51,0;5500,6;0,0045;0,6334
BBI25085;3;Lanrun;Fcl;21/01/2026;15/03/2026;25720;84166,4;1203,77;147227,72;232597,89;9,04;-0,02;53,0;15,0;48,0;4845,79;0,0052;0,633
BBI25085;4;Lanrun;Fcl;21/01/2026;15/03/2026;23640;80376,0;1250,0;140596,95;222222,95;9,4;-0,02;53,0;15,0;51,0;4357,31;0,0056;0,6327
BBI25085;5;Lanrun;Fcl;21/01/2026;15/03/2026;28920;92896,0;1250,0;162504,33;256650,33;8,87;-0,02;53,0;15,0;51,0;5032,36;0,0049;0,6332
BBI25082;1;Newcom;Aéreo;14/01/2026;27/01/2026;3;14400,0;696,65;23138,96;38235,61;12745,2;0,0;13,0;11,0;0,0;;0,0182;0,6052
BBI25084;8;Yushi Hongkong;Fcl;10/01/2026;04/03/2026;16270;80638,6;1500,0;231349,11;313487,71;19,27;0,08;53,0;14,0;51,0;6146,82;0,0048;0,738
BBI25090;2;Yushi Hongkong;Fcl;22/01/2026;09/03/2026;5960;21456,0;621,93;65539,69;87617,62;14,7;0,05;46,0;15,0;0,0;;0,0071;0,748
BBI25093;1;Yushi Hongkong;Fcl;22/01/2026;09/03/2026;6425;24242,5;778,07;74076,85;99097,42;15,42;0,05;46,0;15,0;0,0;;0,0079;0,7475
BBI25036;26;Yns;Fcl;22/01/2026;09/03/2026;640;4032,0;145,45;12734,05;16911,5;26,42;0,05;46,0;15,0;4,0;4227,87;0,0086;0,753
BBI25062;4;Yns;Fcl;22/01/2026;09/03/2026;8220;34524,0;1245,45;109028,85;144798,3;17,62;0,05;46,0;15,0;16,0;9049,89;0,0086;0,753
BBI25065;3;Yns;Fcl;22/01/2026;09/03/2026;40;252,0;9,1;796,08;1057,18;26,43;0,05;46,0;15,0;1,0;1057,18;0,0086;0,753
GOC25097;2;Dongguan Alljoyful;Fcl;22/01/2026;20/03/2026;276000;77280,0;2090,0;128427,78;207797,78;0,75;0,09;57,0;15,0;58,0;3582,72;0,0101;0,618
BBI25084;9;Yushi Hongkong;Fcl;10/01/2026;06/03/2026;20130;92395,4;1500,0;261976,87;355872,27;17,68;0,08;55,0;16,0;51,0;6977,89;0,0042;0,7362
BBI25084;10;Yushi Hongkong;Fcl;10/01/2026;06/03/2026;22435;79657,85;1500,0;225761,07;306918,92;13,68;0,08;55,0;16,0;55,0;5580,34;0,0049;0,7356
BBI25085;6;Lanrun;Fcl;21/01/2026;15/03/2026;32520;101462,4;1250,0;177475,09;280187,49;8,62;-0,02;53,0;15,0;49,0;5718,11;0,0045;0,6334
BBI25015;31;Everich;Fcl;12/01/2026;07/03/2026;2328;6634,8;70,36;12396,48;19101,64;8,21;0,05;54,0;16,0;3,0;6367,21;0,0037;0,649
BBI25066;6;Everich;Fcl;12/01/2026;07/03/2026;4437;21775,92;230,93;40692,37;62699,22;14,13;0,05;54,0;16,0;0,0;;0,0037;0,649
BBI25011;5;Everich;Fcl;12/01/2026;07/03/2026;1817;735,3;7,8;1371,8;2114,9;1,16;0,05;54,0;16,0;0,0;;0,0037;0,6486
GOC25107;2;Ningbo Toprank;Lcl;24/01/2026;20/03/2026;9350;5142,5;4,18;16352,51;21499,19;2,3;0,07;55,0;15,0;7,0;3071,31;0,0002;0,7606
BBI25016;38;Lanrun;Fcl;21/01/2026;15/03/2026;9240;3234,0;46,23;5633,61;8913,84;0,96;-0,02;53,0;15,0;10,0;891,38;0,0052;0,632
BBI25085;7;Lanrun;Fcl;18/01/2026;14/03/2026;26920;87932,8;1250,0;158078,25;247261,05;9,19;-0,03;55,0;15,0;50,0;4945,22;0,0051;0,6393
BBI25085;8;Lanrun;Fcl;18/01/2026;14/03/2026;23640;80376,0;1250,0;144486,05;226112,05;9,56;-0,03;55,0;15,0;51,0;4433,57;0,0055;0,639
BBI25015;32;Everich;Fcl;24/01/2026;20/03/2026;120;342,0;4,62;639,23;985,85;8,22;0,1;55,0;15,0;3,0;328,62;0,0047;0,6484
BBI25091;3;Everich;Fcl;24/01/2026;20/03/2026;21336;71008,8;959,46;132731,39;204699,65;9,59;0,1;55,0;15,0;36,0;5686,1;0,0047;0,6484
BBI25073;10;Everich;Fcl;24/01/2026;20/03/2026;4365;21136,5;285,59;39507,4;60929,49;13,96;0,1;55,0;15,0;21,0;2901,4;0,0047;0,6484
BBI25091;4;Everich;Fcl;05/02/2026;29/03/2026;2880;14112,0;259,55;28987,84;43359,39;15,06;0,0;52,0;15,0;10,0;4335,94;0,006;0,6685
BBI25073;11;Everich;Fcl;05/02/2026;29/03/2026;11250;53851,5;990,45;110617,82;165459,77;14,71;0,0;52,0;15,0;40,0;4136,49;0,006;0,6685
GOC25109;1;Yushi Hongkong;Aéreo;31/01/2026;24/02/2026;2700;540,0;1854,72;18943,7;21338,42;7,9;0,03;24,0;23,0;0,0;;0,0869;0,8878
GOC24132;16;Everich;Fcl;24/01/2026;20/03/2026;8;24,0;0,33;41,35;65,68;8,21;0,1;55,0;15,0;1,0;65,68;0,005;0,6296
BBI25090;3;Yushi Hongkong;Fcl;22/01/2026;09/03/2026;5680;20448,0;300,71;57962,14;78710,85;13,86;0,05;46,0;15,0;0,0;;0,0038;0,7364
BBI25093;2;Yushi Hongkong;Fcl;22/01/2026;09/03/2026;12920;57682,0;848,28;163501,77;222032,05;17,19;0,05;46,0;15,0;0,0;;0,0038;0,7364
BBI25084;11;Yushi Hongkong;Fcl;22/01/2026;09/03/2026;5200;23868,0;351,01;67653,03;91872,04;17,67;0,05;46,0;15,0;13,0;7067,08;0,0038;0,7364
BBI25084;12;Yushi Hongkong;Fcl;22/01/2026;09/03/2026;17200;81600,0;1500,0;231330,49;314430,49;18,28;0,05;46,0;15,0;55,0;5716,92;0,0048;0,7357
BBI25085;9;Lanrun;Fcl;05/02/2026;29/03/2026;37880;77654,0;1250,0;159511,18;238415,18;6,29;0,0;52,0;15,0;42,0;5676,55;0,0052;0,669
GOC25121;1;Ycymo Technology;Aéreo;06/02/2026;05/03/2026;20000;30700,0;6000,98;96420,19;133121,17;6,66;-0,01;27,0;22,0;11,0;12101,92;0,0451;0,7243
BBI25084;13;Yushi Hongkong;Fcl;22/01/2026;09/03/2026;10810;59437,0;1084,76;168516,69;229038,45;21,19;0,05;46,0;15,0;47,0;4873,16;0,0047;0,7358
BBI25090;4;Yushi Hongkong;Fcl;22/01/2026;09/03/2026;4360;15696,0;283,42;44503,69;60483,11;13,87;0,05;46,0;15,0;0,0;;0,0047;0,7358
BBI25093;3;Yushi Hongkong;Fcl;22/01/2026;09/03/2026;2960;11816,0;213,35;33496,22;45525,57;15,38;0,05;46,0;15,0;0,0;;0,0047;0,7358
BBI25084;14;Yushi Hongkong;Fcl;22/01/2026;09/03/2026;10920;55560,0;1003,23;157479,6;214042,83;19,6;0,05;46,0;15,0;43,0;4977,74;0,0047;0,7357
GOC25127;1;Shenzhen Ilinois;Aéreo;21/01/2026;28/01/2026;8;12600,0;440,0;22557,36;35597,36;4449,67;0,01;7,0;5,0;0,0;;0,0124;0,6337
BBI25104;1;At Express;Fcl;25/01/2026;12/03/2026;1394;13243,0;1245,0;26660,11;41148,11;29,52;0,01;46,0;17,0;41,0;1003,61;0,0303;0,6479
BBI25104;2;At Express;Fcl;25/01/2026;12/03/2026;1394;13243,0;1245,0;26775,14;41263,14;29,6;0,01;46,0;17,0;41,0;1006,42;0,0302;0,6489
BBI25104;3;At Express;Fcl;25/01/2026;12/03/2026;1394;13243,0;1245,0;26660,11;41148,11;29,52;0,01;46,0;17,0;41,0;1003,61;0,0303;0,6479
BBI25104;4;At Express;Fcl;25/01/2026;12/03/2026;1394;13243,0;1245,0;26660,11;41148,11;29,52;0,01;46,0;17,0;41,0;1003,61;0,0303;0,6479
BBI25104;5;At Express;Fcl;25/01/2026;12/03/2026;1394;13243,0;1245,0;26660,11;41148,11;29,52;0,01;46,0;17,0;41,0;1003,61;0,0303;0,6479
BBI25104;6;At Express;Fcl;25/01/2026;12/03/2026;1394;13243,0;1245,0;26775,14;41263,14;29,6;0,01;46,0;17,0;41,0;1006,42;0,0302;0,6489
BBI25104;7;At Express;Fcl;25/01/2026;12/03/2026;1394;13243,0;1245,0;26775,14;41263,14;29,6;0,01;46,0;17,0;41,0;1006,42;0,0302;0,6489
BBI25104;8;At Express;Fcl;25/01/2026;12/03/2026;1394;13243,0;1245,0;26775,14;41263,14;29,6;0,01;46,0;17,0;41,0;1006,42;0,0302;0,6489
BBI25104;9;At Express;Fcl;25/01/2026;12/03/2026;1394;13243,0;1245,0;26775,14;41263,14;29,6;0,01;46,0;17,0;41,0;1006,42;0,0302;0,6489
BBI25104;10;At Express;Fcl;25/01/2026;12/03/2026;1394;13243,0;1245,0;26775,14;41263,14;29,6;0,01;46,0;17,0;41,0;1006,42;0,0302;0,6489
BBI25104;11;At Express;Fcl;25/01/2026;12/03/2026;1394;13243,0;1245,0;26775,14;41263,14;29,6;0,01;46,0;17,0;41,0;1006,42;0,0302;0,6489
BBI25104;12;At Express;Fcl;25/01/2026;12/03/2026;1394;13243,0;1245,0;26775,14;41263,14;29,6;0,01;46,0;17,0;41,0;1006,42;0,0302;0,6489
BBI25104;13;At Express;Fcl;30/01/2026;17/03/2026;1394;13243,0;1245,0;25561,11;40049,11;28,73;-0,02;46,0;16,0;41,0;976,81;0,0311;0,6382
BBI25104;14;At Express;Fcl;30/01/2026;17/03/2026;1394;13243,0;1245,0;25561,11;40049,11;28,73;-0,02;46,0;16,0;41,0;976,81;0,0311;0,6382
BBI25104;15;At Express;Fcl;30/01/2026;17/03/2026;1394;13243,0;1245,0;26464,56;40952,56;29,38;-0,02;46,0;16,0;41,0;998,84;0,0304;0,6462
BBI25104;16;At Express;Fcl;30/01/2026;17/03/2026;1394;13243,0;1245,0;25561,11;40049,11;28,73;-0,02;46,0;16,0;41,0;976,81;0,0311;0,6382
BBI25104;17;At Express;Fcl;30/01/2026;17/03/2026;1394;13243,0;1245,0;26464,56;40952,56;29,38;-0,02;46,0;16,0;41,0;998,84;0,0304;0,6462
BBI25104;18;At Express;Fcl;30/01/2026;17/03/2026;1394;13243,0;1245,0;26464,56;40952,56;29,38;-0,02;46,0;16,0;41,0;998,84;0,0304;0,6462
BBI25104;19;At Express;Fcl;30/01/2026;17/03/2026;1394;13243,0;1245,0;26464,56;40952,56;29,38;-0,02;46,0;16,0;41,0;998,84;0,0304;0,6462
BBI25104;20;At Express;Fcl;30/01/2026;17/03/2026;1394;13243,0;1245,0;25561,11;40049,11;28,73;-0,02;46,0;16,0;41,0;976,81;0,0311;0,6382
BBI25104;21;At Express;Fcl;30/01/2026;17/03/2026;1394;13243,0;1245,0;25561,11;40049,11;28,73;-0,02;46,0;16,0;41,0;976,81;0,0311;0,6382
BBI25085;10;Lanrun;Fcl;12/02/2026;10/04/2026;33160;78940,0;1250,0;162152,79;242342,79;7,31;0,0;57,0;15,0;46,0;5268,32;0,0052;0,6691
BBI25073;12;Everich;Fcl;05/02/2026;24/04/2026;7905;41563,5;589,31;85376,71;127529,52;16,13;0,0;78,0;15,0;24,0;5313,73;0,0046;0,6695
BBI25101;1;Everich;Fcl;05/02/2026;24/04/2026;14852;46494,08;659,22;95504,75;142658,05;9,61;0,0;78,0;15,0;26,0;5486,85;0,0046;0,6695
BBI25085;11;Lanrun;Fcl;12/02/2026;10/04/2026;1280;2624,0;41,58;5390,03;8055,61;6,29;0,0;57,0;15,0;2,0;4027,8;0,0052;0,6691
BBI25094;1;Lanrun;Fcl;12/02/2026;10/04/2026;37200;76260,0;1208,42;156647,73;234116,15;6,29;0,0;57,0;15,0;41,0;5710,15;0,0052;0,6691
BBI25093;4;Yushi Hongkong;Fcl;12/02/2026;06/04/2026;3715;23731,5;483,52;85771,39;109986,41;29,61;0,0;53,0;15,0;0,0;;0,0044;0,7798
BBI25114;1;Yushi Hongkong;Fcl;12/02/2026;06/04/2026;6200;49890,0;1016,48;180314,55;231221,03;37,29;0,0;53,0;15,0;0,0;;0,0044;0,7798
BBI25084;16;Yushi Hongkong;Fcl;02/03/2026;18/04/2026;5000;22950,0;415,18;82946,86;106312,04;21,26;0,0;47,0;15,0;12,0;8859,34;0,0039;0,7802
BBI25103;2;Yushi Hongkong;Fcl;02/03/2026;18/04/2026;12272;59964,7;1084,82;216726,95;277776,47;22,63;0,0;47,0;15,0;42,0;6613,73;0,0039;0,7802
BBI25014;10;Parisun;Fcl;01/02/2026;31/03/2026;5208;39657,36;1196,55;143331,31;184185,22;35,37;0,0;58,0;15,0;46,0;4004,03;0,0065;0,7782
BBI25044;5;Parisun;Fcl;01/02/2026;31/03/2026;500;1606,0;48,45;5804,47;7458,92;14,92;0,0;58,0;15,0;2,0;3729,46;0,0065;0,7782
GOC25106;1;Yiwu Runhui;Fcl;21/02/2026;10/04/2026;178200;195655,0;3000,0;541875,08;740530,08;4,16;-0,0;48,0;15,0;353,0;2097,82;0,0041;0,7317
BBI25101;2;Everich;Fcl;06/03/2026;27/04/2026;13605;62583,0;996,13;128553,43;192132,56;14,12;0,0;52,0;15,0;42,0;4574,58;0,0052;0,6691
GOC25129;1;Newcom;Aéreo;03/02/2026;13/02/2026;7250;5780,0;2098,5;33131,21;41009,71;5,66;0,03;10,0;8,0;0,0;;0,0512;0,8079
BBI25073;13;Everich;Fcl;06/03/2026;27/04/2026;1515;7423,5;118,16;15248,81;22790,47;15,04;0,0;52,0;15,0;6,0;3798,41;0,0052;0,6691
BBI25101;3;Everich;Fcl;06/03/2026;27/04/2026;15960;58561,2;640,11;120292,15;179493,46;11,25;0,0;52,0;15,0;26,0;6903,59;0,0036;0,6702
BBI25124;3;Everich;Fcl;;;0;0,0;0,0;0,0;0,0;;0,0;;15,0;0,0;;;
BBI25094;2;Lanrun;Fcl;12/02/2026;10/04/2026;33800;95997,2;1250,0;197190,45;294437,65;8,71;0,0;57,0;15,0;49,0;6008,93;0,0042;0,6697
BBI25085;12;Lanrun;Fcl;06/03/2026;27/04/2026;40;136,0;4,32;279,36;419,68;10,49;0,0;52,0;15,0;1,0;419,68;0,0103;0,6657
BBI25073;14;Everich;Fcl;06/03/2026;27/04/2026;2424;13862,4;151,53;28475,13;42489,06;17,53;0,0;52,0;15,0;5,0;8497,81;0,0036;0,6702
BBI25101;4;Everich;Fcl;06/03/2026;26/04/2026;90;414,0;0,0;850,41;1264,41;14,05;0,0;51,0;15,0;1,0;1264,41;0,0;0,6726
BBI25113;2;Everich;Fcl;06/03/2026;27/04/2026;19179;74581,8;0,0;153200,49;227782,29;11,88;0,0;52,0;15,0;0,0;;0,0;0,6726
GOC25086;2;Wenzhou Yuanfei;Fcl;06/03/2026;27/04/2026;18150;37935,65;1080,0;105064,44;144080,09;7,94;-0,0;52,0;15,0;32,0;4502,5;0,0075;0,7292
BBI25090;5;Yushi Hongkong;Fcl;22/01/2026;09/03/2026;6320;22752,0;415,24;64478,5;87645,74;13,87;0,05;46,0;15,0;0,0;;0,0047;0,7357
BBI25091;5;Everich;Fcl;05/02/2026;24/04/2026;24;103,2;1,47;211,99;316,66;13,19;0,0;78,0;15,0;1,0;316,66;0,0046;0,6695
BBI25124;1;Everich;Fcl;06/03/2026;26/04/2026;19032;70009,2;0,0;143807,79;213816,99;11,23;0,0;51,0;15,0;0,0;;0,0;0,6726
BBI25113;1;Everich;Fcl;06/03/2026;26/04/2026;13104;41932,8;458,36;86135,3;128526,46;9,81;0,0;51,0;15,0;0,0;;0,0036;0,6702
BBI25084;15;Yushi Hongkong;Fcl;12/02/2026;06/04/2026;15115;73222,25;1324,39;264642,95;339189,59;22,44;0,0;53,0;15,0;47,0;7216,8;0,0039;0,7802
BBI25103;1;Yushi Hongkong;Fcl;12/02/2026;06/04/2026;1900;9709,0;175,61;35090,68;44975,29;23,67;0,0;53,0;15,0;10,0;4497,53;0,0039;0,7802
BBI25093;5;Yushi Hongkong;Fcl;02/03/2026;18/04/2026;2886;17604,6;345,85;63627,29;81577,74;28,27;0,0;47,0;15,0;0,0;;0,0042;0,78
BBI25114;2;Yushi Hongkong;Fcl;02/03/2026;18/04/2026;5419;44041,05;865,22;159175,02;204081,29;37,66;0,0;47,0;15,0;0,0;;0,0042;0,78
BBI25103;3;Yushi Hongkong;Fcl;02/03/2026;18/04/2026;2878;14706,58;288,93;53153,14;68148,65;23,68;0,0;47,0;15,0;15,0;4543,24;0,0042;0,78
BBI25094;3;Lanrun;Fcl;06/03/2026;27/04/2026;22892;78136,4;2481,19;160502,09;241119,68;10,53;0,0;52,0;15,0;50,0;4822,39;0,0103;0,6657
BBI25123;1;Lanrun;Fcl;06/03/2026;27/04/2026;160;456,0;14,49;936,68;1407,17;8,79;0,0;52,0;15,0;1,0;1407,17;0,0103;0,6656
BBI25115;1;Lanrun;Fcl;06/03/2026;27/04/2026;18880;53808,0;1359,72;110528,47;165696,18;8,78;0,0;52,0;15,0;0,0;;0,0082;0,6671
BBI25123;2;Lanrun;Fcl;06/03/2026;27/04/2026;13880;39558,0;999,62;81257,16;121814,78;8,78;0,0;52,0;15,0;0,0;;0,0082;0,6671
BBI25094;4;Lanrun;Fcl;06/03/2026;27/04/2026;1360;3876,0;97,94;7961,8;11935,74;8,78;0,0;52,0;15,0;2,0;5967,87;0,0082;0,6671
BBI25016;39;Lanrun;Fcl;06/03/2026;27/04/2026;4830;1690,5;42,72;3472,5;5205,72;1,08;0,0;52,0;15,0;5,0;1041,14;0,0082;0,6671
BBI25091;6;Everich;Fcl;06/03/2026;27/04/2026;1740;8526,0;135,71;17513,49;26175,2;15,04;0,0;52,0;15,0;6,0;4362,53;0,0052;0,6691
BBI25125;1;Everich;Fcl;06/03/2026;26/04/2026;1955;8993,0;0,0;18472,76;27465,76;14,05;0,0;51,0;15,0;0,0;;0,0;0,6726
BBI25124;2;Everich;Fcl;06/03/2026;26/04/2026;8640;29376,0;0,0;60342,04;89718,04;10,38;0,0;51,0;15,0;0,0;;0,0;0,6726
BBI25113;3;Everich;Fcl;06/03/2026;27/04/2026;10512;33638,4;0,0;69097,55;102735,95;9,77;0,0;52,0;15,0;0,0;;0,0;0,6726
GOC25139;1;Shenzhen Ilinois;Aéreo;;;33;51412,0;580,0;142387,78;194379,78;5890,3;0,0;;10,0;0,0;;0,003;0,7325
